time_sec,image_id,valid,reason,camera_frame,gt_frame,points_projected,bbox_x,bbox_y,bbox_w,bbox_h
1.9000000000000001,10,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,193.26057835163988,119.41189512252654,234.2362989580326,234.2362989580325
2.2,20,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,184.44005605299503,123.39061829869283,228.15128415257544,228.15128415257547
2.5,30,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,177.18434317038546,128.18794023495602,220.97122769988815,220.97122769988815
2.9000000000000004,40,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,171.9539152203113,134.55642055890075,212.025746916011,212.02574691601103
3.2,50,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,161.73819153514287,136.19489838948243,212.03077050186053,212.0307705018605
3.3000000000000003,60,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,158.16603157090762,136.78776724620693,212.03280180143057,212.03280180143057
3.7,70,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,149.85226823159297,139.29340856314172,212.02874039242522,212.02874039242522
4.0,80,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,140.46862693170726,141.3120825593461,212.02339570532553,212.02339570532558
4.300000000000001,90,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,131.98662467872612,143.36729554334283,212.0360751677071,212.0360751677071
4.7,100,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,124.81101476681422,146.2045978606809,212.03193950135986,212.0319395013599
5.0,110,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,114.52838128577841,148.36966399425194,212.03661597580313,212.0366159758031
5.4,120,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,105.39529160355784,151.24117850414513,212.87273800934366,212.03610592928868
5.800000000000001,130,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,97.61114217723232,154.17102313442058,214.99249310618396,212.0326616366159
6.1000000000000005,140,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,92.65870366022719,156.38239957721572,216.3262735731016,212.01005477665439
6.5,150,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,97.51880643911556,158.59151778757877,215.0023840298473,212.01165839620205
6.800000000000001,160,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,104.02450617243588,161.54982099657494,213.22863470645737,212.01160320266362
7.2,170,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,99.76028785490374,164.4796929625258,214.39391903527397,212.01525351732658
7.500000000000001,180,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,90.82755700968721,166.70372659007296,216.83412598395694,212.02168985957383
7.7,190,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,84.69410828701012,168.16360974196783,218.49888061075154,212.0116364090125
8.1,200,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,76.13310608590132,171.11011465455084,220.83614251959403,212.0158261701534
8.200000000000001,210,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,72.49290671311809,171.8563535400341,221.8312887299037,212.0192933948112
8.600000000000001,220,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,65.19085734033683,174.81802445784734,223.82083907696426,212.0175756232382
8.9,230,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,56.6449026538848,177.0272304446548,226.14063526931477,212.00417601796133
9.3,240,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,48.055843523160604,179.96084368372095,228.48903979288775,212.01280369582514
9.600000000000001,250,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,38.233070706291244,182.14825024120773,231.1693988644759,212.01578365718024
10.0,260,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,30.941561698003113,185.115845816687,233.15610201998993,212.01450695309217
10.4,270,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,21.96539392702647,188.05100089580444,235.60097483327013,212.01108179442255
10.700000000000001,280,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,11.356519645550804,190.25200347447034,238.49203644927093,212.00928822846853
11.100000000000001,290,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,4.432924241731882,193.2051991072226,240.38479943912847,212.0155469011521
11.4,300,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,195.3966793916569,238.27183546223404,212.0103846018029
11.8,310,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,198.34184392248076,232.04482973945852,212.01110052136514
12.100000000000001,320,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,201.28983442248358,224.93619528440433,212.0106246996673
12.600000000000001,330,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,203.5032597070028,217.5413901655425,212.0188596003318
12.9,340,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,206.44522073212397,211.0139798319601,212.01530425762576
13.3,350,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,209.40459230561407,205.10753559614568,212.00672212899246
13.600000000000001,360,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,211.60672112914364,199.4697342950384,212.01191336689186
14.0,370,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,214.57345986428717,192.68731099081373,212.0159201242702
14.4,380,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,217.50241112979464,186.74046531096178,212.00913456772972
14.700000000000001,390,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,219.70272371955787,178.73361804447018,212.01192283273878
15.100000000000001,400,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,222.66801254646353,173.42409254782518,212.0066504022303
15.500000000000002,410,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,225.6480064554599,166.95947423898596,212.00537261219318
15.8,420,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,227.8594291561352,161.04084844713077,212.01307263112108
16.1,430,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,230.07334640375652,154.84134114037806,212.00643660869414
16.5,440,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,0.0,233.02836996942466,148.32719000909108,212.0024514362832
