frame_id,stamp_sec,image_path,label_path,coco_image_id,gt_valid,bbox_x,bbox_y,bbox_w,bbox_h,projection_reason
10,1.868,images/pt_camera/frame_000010.png,annotations/yolo_labels/frame_000010.txt,10,true,193.26057835163988,119.41189512252654,234.2362989580326,234.2362989580325,OK_ODOM_CAMERA_FALLBACK
20,2.213,images/pt_camera/frame_000020.png,annotations/yolo_labels/frame_000020.txt,20,true,184.44005605299503,123.39061829869283,228.15128415257544,228.15128415257547,OK_ODOM_CAMERA_FALLBACK
30,2.534,images/pt_camera/frame_000030.png,annotations/yolo_labels/frame_000030.txt,30,true,177.18434317038546,128.18794023495602,220.97122769988815,220.97122769988815,OK_ODOM_CAMERA_FALLBACK
40,2.911,images/pt_camera/frame_000040.png,annotations/yolo_labels/frame_000040.txt,40,true,171.9539152203113,134.55642055890075,212.025746916011,212.02574691601103,OK_ODOM_CAMERA_FALLBACK
50,3.267,images/pt_camera/frame_000050.png,annotations/yolo_labels/frame_000050.txt,50,true,161.73819153514287,136.19489838948243,212.03077050186053,212.0307705018605,OK_ODOM_CAMERA_FALLBACK
60,3.367,images/pt_camera/frame_000060.png,annotations/yolo_labels/frame_000060.txt,60,true,158.16603157090762,136.78776724620693,212.03280180143057,212.03280180143057,OK_ODOM_CAMERA_FALLBACK
70,3.702,images/pt_camera/frame_000070.png,annotations/yolo_labels/frame_000070.txt,70,true,149.85226823159297,139.29340856314172,212.02874039242522,212.02874039242522,OK_ODOM_CAMERA_FALLBACK
80,4.036,images/pt_camera/frame_000080.png,annotations/yolo_labels/frame_000080.txt,80,true,140.46862693170726,141.3120825593461,212.02339570532553,212.02339570532558,OK_ODOM_CAMERA_FALLBACK
90,4.368,images/pt_camera/frame_000090.png,annotations/yolo_labels/frame_000090.txt,90,true,131.98662467872612,143.36729554334283,212.0360751677071,212.0360751677071,OK_ODOM_CAMERA_FALLBACK
100,4.7010000000000005,images/pt_camera/frame_000100.png,annotations/yolo_labels/frame_000100.txt,100,true,124.81101476681422,146.2045978606809,212.03193950135986,212.0319395013599,OK_ODOM_CAMERA_FALLBACK
110,5.068,images/pt_camera/frame_000110.png,annotations/yolo_labels/frame_000110.txt,110,true,114.52838128577841,148.36966399425194,212.03661597580313,212.0366159758031,OK_ODOM_CAMERA_FALLBACK
120,5.434,images/pt_camera/frame_000120.png,annotations/yolo_labels/frame_000120.txt,120,true,105.39529160355784,151.24117850414513,212.87273800934366,212.03610592928868,OK_ODOM_CAMERA_FALLBACK
130,5.801,images/pt_camera/frame_000130.png,annotations/yolo_labels/frame_000130.txt,130,true,97.61114217723232,154.17102313442058,214.99249310618396,212.0326616366159,OK_ODOM_CAMERA_FALLBACK
140,6.134,images/pt_camera/frame_000140.png,annotations/yolo_labels/frame_000140.txt,140,true,92.65870366022719,156.38239957721572,216.3262735731016,212.01005477665439,OK_ODOM_CAMERA_FALLBACK
150,6.468,images/pt_camera/frame_000150.png,annotations/yolo_labels/frame_000150.txt,150,true,97.51880643911556,158.59151778757877,215.0023840298473,212.01165839620205,OK_ODOM_CAMERA_FALLBACK
160,6.802,images/pt_camera/frame_000160.png,annotations/yolo_labels/frame_000160.txt,160,true,104.02450617243588,161.54982099657494,213.22863470645737,212.01160320266362,OK_ODOM_CAMERA_FALLBACK
170,7.201,images/pt_camera/frame_000170.png,annotations/yolo_labels/frame_000170.txt,170,true,99.76028785490374,164.4796929625258,214.39391903527397,212.01525351732658,OK_ODOM_CAMERA_FALLBACK
180,7.535,images/pt_camera/frame_000180.png,annotations/yolo_labels/frame_000180.txt,180,true,90.82755700968721,166.70372659007296,216.83412598395694,212.02168985957383,OK_ODOM_CAMERA_FALLBACK
190,7.77,images/pt_camera/frame_000190.png,annotations/yolo_labels/frame_000190.txt,190,true,84.69410828701012,168.16360974196783,218.49888061075154,212.0116364090125,OK_ODOM_CAMERA_FALLBACK
200,8.136,images/pt_camera/frame_000200.png,annotations/yolo_labels/frame_000200.txt,200,true,76.13310608590132,171.11011465455084,220.83614251959403,212.0158261701534,OK_ODOM_CAMERA_FALLBACK
210,8.268,images/pt_camera/frame_000210.png,annotations/yolo_labels/frame_000210.txt,210,true,72.49290671311809,171.8563535400341,221.8312887299037,212.0192933948112,OK_ODOM_CAMERA_FALLBACK
220,8.601,images/pt_camera/frame_000220.png,annotations/yolo_labels/frame_000220.txt,220,true,65.19085734033683,174.81802445784734,223.82083907696426,212.0175756232382,OK_ODOM_CAMERA_FALLBACK
