frame_id,stamp_sec,image_path,label_path,coco_image_id,gt_valid,bbox_x,bbox_y,bbox_w,bbox_h,projection_reason
10,1.8690000000000002,images/pt_camera/frame_000010.png,annotations/yolo_labels/frame_000010.txt,10,true,187.57824157792257,119.37029610383301,234.23658390810343,234.23658390810334,OK_ODOM_CAMERA_FALLBACK
20,2.239,images/pt_camera/frame_000020.png,annotations/yolo_labels/frame_000020.txt,20,true,173.43341813932747,123.32081494375699,228.08379349292628,228.08379349292625,OK_ODOM_CAMERA_FALLBACK
30,2.604,images/pt_camera/frame_000030.png,annotations/yolo_labels/frame_000030.txt,30,true,160.75886622731224,129.69214626528674,218.3960633860304,218.39606338603033,OK_ODOM_CAMERA_FALLBACK
40,2.9370000000000003,images/pt_camera/frame_000040.png,annotations/yolo_labels/frame_000040.txt,40,true,149.61087725428234,134.22084871569052,212.03443060722867,212.03443060722861,OK_ODOM_CAMERA_FALLBACK
50,3.303,images/pt_camera/frame_000050.png,annotations/yolo_labels/frame_000050.txt,50,true,128.74565903199684,136.2612492475621,212.03178262609347,212.03178262609345,OK_ODOM_CAMERA_FALLBACK
60,3.67,images/pt_camera/frame_000060.png,annotations/yolo_labels/frame_000060.txt,60,true,107.6439643332154,138.56063806357236,212.25646597462398,212.03172748761284,OK_ODOM_CAMERA_FALLBACK
70,4.003,images/pt_camera/frame_000070.png,annotations/yolo_labels/frame_000070.txt,70,true,90.57717452382471,140.3766315642976,216.90927440622986,212.0313670950665,OK_ODOM_CAMERA_FALLBACK
80,4.337,images/pt_camera/frame_000080.png,annotations/yolo_labels/frame_000080.txt,80,true,72.17462580881966,142.24460045512694,221.92257773382823,212.02617453716147,OK_ODOM_CAMERA_FALLBACK
90,4.67,images/pt_camera/frame_000090.png,annotations/yolo_labels/frame_000090.txt,90,true,54.869447319815094,144.1588374648811,226.63969420327362,212.02499168217784,OK_ODOM_CAMERA_FALLBACK
100,5.036,images/pt_camera/frame_000100.png,annotations/yolo_labels/frame_000100.txt,100,true,32.68041214650958,146.72680556662715,232.69615468334672,212.03368876137222,OK_ODOM_CAMERA_FALLBACK
110,5.404,images/pt_camera/frame_000110.png,annotations/yolo_labels/frame_000110.txt,110,true,11.306600161688834,149.3099126230938,238.51761236500133,212.0263221771079,OK_ODOM_CAMERA_FALLBACK
120,5.737,images/pt_camera/frame_000120.png,annotations/yolo_labels/frame_000120.txt,120,true,0.0,151.2545704237789,236.29747492127575,212.02400159346627,OK_ODOM_CAMERA_FALLBACK
130,6.103,images/pt_camera/frame_000130.png,annotations/yolo_labels/frame_000130.txt,130,true,0.0,153.86357066935412,225.84336336090217,212.03220630787152,OK_ODOM_CAMERA_FALLBACK
140,6.469,images/pt_camera/frame_000140.png,annotations/yolo_labels/frame_000140.txt,140,true,0.0,155.81736142221905,222.34795914238322,212.03232047529173,OK_ODOM_CAMERA_FALLBACK
150,6.804,images/pt_camera/frame_000150.png,annotations/yolo_labels/frame_000150.txt,150,true,0.0,158.46844398968432,213.50934082077293,212.01828884400953,OK_ODOM_CAMERA_FALLBACK
