frame_id,stamp_sec,image_path,label_path,coco_image_id,gt_valid,bbox_x,bbox_y,bbox_w,bbox_h,projection_reason
5,2.109,images/pt_camera/frame_000005.png,,5,false,963.1041463555147,121.81150815554355,0.0,227.47929379949716,BBOX_TOO_SMALL
10,2.309,images/pt_camera/frame_000010.png,,10,false,955.7081563884542,122.11765623994378,0.0,224.77495365180917,BBOX_TOO_SMALL
15,2.489,images/pt_camera/frame_000015.png,,15,false,943.06872933086,122.49283355341987,0.0,221.21399739567653,BBOX_TOO_SMALL
20,2.645,images/pt_camera/frame_000020.png,,20,false,934.2344438389484,122.6735047911403,0.0,219.22183550941236,BBOX_TOO_SMALL
25,2.81,images/pt_camera/frame_000025.png,,25,false,920.4385444402799,123.02937933219667,0.0,214.866410184626,BBOX_TOO_SMALL
30,2.975,images/pt_camera/frame_000030.png,,30,false,911.2404830059144,123.18065046782144,0.0,212.63922109256023,BBOX_TOO_SMALL
35,3.143,images/pt_camera/frame_000035.png,,35,false,904.8277796188523,121.11992349518329,0.0,212.02910536748323,BBOX_TOO_SMALL
40,3.343,images/pt_camera/frame_000040.png,,40,false,899.0682653946516,118.51564549746637,0.0,212.03566157590126,BBOX_TOO_SMALL
45,3.509,images/pt_camera/frame_000045.png,,45,false,894.487319820104,115.68083610935396,0.0,212.02621326888135,BBOX_TOO_SMALL
50,3.71,images/pt_camera/frame_000050.png,,50,false,888.7647446254424,112.69845555745388,0.0,212.03569962704842,BBOX_TOO_SMALL
55,3.877,images/pt_camera/frame_000055.png,,55,false,883.6190889554418,109.56512698179563,0.0,212.02929676432962,BBOX_TOO_SMALL
60,4.076,images/pt_camera/frame_000060.png,,60,false,878.2092320728169,106.4128551163528,0.0,212.0402581399584,BBOX_TOO_SMALL
65,4.252,images/pt_camera/frame_000065.png,,65,false,873.282315320719,104.76723347506174,0.0,212.03851657742865,BBOX_TOO_SMALL
70,4.475,images/pt_camera/frame_000070.png,,70,false,866.6720804617739,101.44276914670465,0.0,212.03531370170825,BBOX_TOO_SMALL
75,4.642,images/pt_camera/frame_000075.png,,75,false,862.1448832707379,98.07731935027437,0.0,212.03632421913358,BBOX_TOO_SMALL
80,4.809,images/pt_camera/frame_000080.png,,80,false,857.6233895572462,94.71511519513507,0.0,212.04216550010085,BBOX_TOO_SMALL
85,4.976,images/pt_camera/frame_000085.png,,85,false,852.9837817526242,92.9867045533259,0.0,212.033594343769,BBOX_TOO_SMALL
90,5.144,images/pt_camera/frame_000090.png,,90,false,847.2771274514635,89.5377013116939,0.0,212.0336006811361,BBOX_TOO_SMALL
95,5.31,images/pt_camera/frame_000095.png,,95,false,843.0573500494079,86.08910237547664,0.0,212.03616244894667,BBOX_TOO_SMALL
100,5.515,images/pt_camera/frame_000100.png,,100,false,837.341865558269,82.59108591562187,0.0,212.03011088242505,BBOX_TOO_SMALL
105,5.71,images/pt_camera/frame_000105.png,,105,false,831.6439409699999,79.09171509633813,0.0,212.0334547384242,BBOX_TOO_SMALL
110,5.875,images/pt_camera/frame_000110.png,,110,false,826.7256809117076,77.34307888843392,0.0,212.0355935508146,BBOX_TOO_SMALL
115,6.042,images/pt_camera/frame_000115.png,,115,false,822.2106963745077,73.86827403360587,0.0,212.03941966647682,BBOX_TOO_SMALL
120,6.242,images/pt_camera/frame_000120.png,,120,false,816.2108242986778,70.38583299103854,0.0,212.0349872426099,BBOX_TOO_SMALL
125,6.409,images/pt_camera/frame_000125.png,,125,false,811.5671495768668,66.90413415641967,0.0,212.0364030654821,BBOX_TOO_SMALL
130,6.5760000000000005,images/pt_camera/frame_000130.png,,130,false,810.9733155451015,63.34266454824018,0.0,212.01154538885083,BBOX_TOO_SMALL
135,6.742,images/pt_camera/frame_000135.png,,135,false,811.0769433888381,61.594752966280595,0.0,212.0082658044383,BBOX_TOO_SMALL
140,6.975,images/pt_camera/frame_000140.png,,140,false,811.2908441970521,58.02276795938019,0.0,212.0081759450565,BBOX_TOO_SMALL
145,7.142,images/pt_camera/frame_000145.png,,145,false,811.1499117351535,54.48590625840558,0.0,212.01471268923177,BBOX_TOO_SMALL
150,7.309,images/pt_camera/frame_000150.png,,150,false,807.4648807442936,50.96791193109249,0.0,212.02125636508208,BBOX_TOO_SMALL
155,7.475,images/pt_camera/frame_000155.png,,155,false,802.2372450221994,49.20172797978432,0.0,212.01256253087445,BBOX_TOO_SMALL
160,7.642,images/pt_camera/frame_000160.png,,160,false,797.1269611065882,45.6051777709111,0.0,212.02047588760655,BBOX_TOO_SMALL
165,7.809,images/pt_camera/frame_000165.png,,165,false,792.6086538076881,42.054868695648366,0.0,212.02425078788056,BBOX_TOO_SMALL
170,7.976,images/pt_camera/frame_000170.png,,170,false,787.4960067173589,38.54319113471948,0.0,212.02442483446416,BBOX_TOO_SMALL
175,8.175,images/pt_camera/frame_000175.png,,175,false,782.2635427049556,36.7656122821698,0.0,212.01854423699652,BBOX_TOO_SMALL
180,8.347,images/pt_camera/frame_000180.png,,180,false,777.4541325054242,33.2247233131217,0.0,212.02435503383285,BBOX_TOO_SMALL
185,8.51,images/pt_camera/frame_000185.png,,185,false,772.6375026193825,29.676216023869785,0.0,212.03221935333184,BBOX_TOO_SMALL
190,8.742,images/pt_camera/frame_000190.png,,190,false,765.74613326455,26.115093697843122,0.0,212.6735148446319,BBOX_TOO_SMALL
195,8.911,images/pt_camera/frame_000195.png,,195,false,761.2317189894668,22.56352279131667,0.0,213.64000995985887,BBOX_TOO_SMALL
200,9.075,images/pt_camera/frame_000200.png,,200,false,756.6027240291814,20.818824533253917,0.0,214.11206628935417,BBOX_TOO_SMALL
205,9.243,images/pt_camera/frame_000205.png,,205,false,751.7861373986934,17.268858350537926,0.0,215.07881079727628,BBOX_TOO_SMALL
210,9.442,images/pt_camera/frame_000210.png,,210,false,746.1057718148321,14.98287404608456,0.0,216.0018828414673,BBOX_TOO_SMALL
215,9.644,images/pt_camera/frame_000215.png,,215,false,740.3815174799472,28.998968862200343,0.0,218.64005605919522,BBOX_TOO_SMALL
220,9.81,images/pt_camera/frame_000220.png,,220,false,735.2171499425373,52.40786094901955,0.0,227.68370502197524,BBOX_TOO_SMALL
225,9.975,images/pt_camera/frame_000225.png,,225,false,728.4749049250652,82.20256431862711,0.0,238.2007594219447,BBOX_TOO_SMALL
230,10.142,images/pt_camera/frame_000230.png,,230,false,720.9734427509625,112.12887020728013,0.0,247.4905349810907,BBOX_TOO_SMALL
235,10.312,images/pt_camera/frame_000235.png,,235,false,714.4195028267914,133.09219812086286,0.0,254.19263706817708,BBOX_TOO_SMALL
240,10.475,images/pt_camera/frame_000240.png,,240,false,706.9906941071317,153.49936318780735,0.0,259.9153707399886,BBOX_TOO_SMALL
245,10.642,images/pt_camera/frame_000245.png,,245,false,699.3603397570175,172.04165561320755,0.0,265.2324818514277,BBOX_TOO_SMALL
250,10.809,images/pt_camera/frame_000250.png,,250,false,692.6554477725842,185.17414004286147,0.0,268.9866552555693,BBOX_TOO_SMALL
255,10.975,images/pt_camera/frame_000255.png,,255,false,686.4558478139734,193.8300009656941,0.0,271.28544545900934,BBOX_TOO_SMALL
260,11.142,images/pt_camera/frame_000260.png,,260,false,681.4733564223179,197.24179574238383,0.0,272.7167278063032,BBOX_TOO_SMALL
265,11.343,images/pt_camera/frame_000265.png,,265,false,674.1762185531788,200.34780768178553,0.0,274.07379208585917,BBOX_TOO_SMALL
270,11.512,images/pt_camera/frame_000270.png,,270,false,670.1103344850469,200.82446108020372,0.0,274.8541221655735,BBOX_TOO_SMALL
275,11.675,images/pt_camera/frame_000275.png,,275,false,665.4248803082648,201.58614986236034,0.0,275.3469609110066,BBOX_TOO_SMALL
280,11.875,images/pt_camera/frame_000280.png,,280,false,660.2775841445903,201.60564060734748,0.0,276.02580775849844,BBOX_TOO_SMALL
285,12.044,images/pt_camera/frame_000285.png,annotations/yolo_labels/frame_000285.txt,285,true,42.53247596182143,0.0,309.4565329173173,77.2737552168087,OK_ODOM_CAMERA_FALLBACK
290,12.175,images/pt_camera/frame_000290.png,annotations/yolo_labels/frame_000290.txt,290,true,40.196458462470105,0.0,308.3668538218186,77.93859881124973,OK_ODOM_CAMERA_FALLBACK
295,12.276,images/pt_camera/frame_000295.png,annotations/yolo_labels/frame_000295.txt,295,true,36.64984006343468,0.0,306.7884470867339,78.86606895669084,OK_ODOM_CAMERA_FALLBACK
300,12.442,images/pt_camera/frame_000300.png,annotations/yolo_labels/frame_000300.txt,300,true,33.51246891818295,0.0,302.52739541492093,81.3234177360558,OK_ODOM_CAMERA_FALLBACK
305,12.643,images/pt_camera/frame_000305.png,annotations/yolo_labels/frame_000305.txt,305,true,29.90498655197075,0.0,297.4948988319553,84.29700972550441,OK_ODOM_CAMERA_FALLBACK
310,12.844,images/pt_camera/frame_000310.png,annotations/yolo_labels/frame_000310.txt,310,true,29.12035132548482,0.0,291.94770093749116,87.63347065449716,OK_ODOM_CAMERA_FALLBACK
315,13.012,images/pt_camera/frame_000315.png,annotations/yolo_labels/frame_000315.txt,315,true,29.353470081784565,0.0,287.4419026588029,91.27151653864522,OK_ODOM_CAMERA_FALLBACK
320,13.177,images/pt_camera/frame_000320.png,annotations/yolo_labels/frame_000320.txt,320,true,29.5747552595343,0.0,285.655359742163,92.75253924553826,OK_ODOM_CAMERA_FALLBACK
325,13.342,images/pt_camera/frame_000325.png,annotations/yolo_labels/frame_000325.txt,325,true,34.826233179079,0.0,281.9753244856547,95.54216160698391,OK_ODOM_CAMERA_FALLBACK
330,13.509,images/pt_camera/frame_000330.png,annotations/yolo_labels/frame_000330.txt,330,true,34.02574374021532,0.0,282.1606583378873,97.44322722758591,OK_ODOM_CAMERA_FALLBACK
335,13.675,images/pt_camera/frame_000335.png,annotations/yolo_labels/frame_000335.txt,335,true,27.71174526771938,0.0,282.16334586984505,99.82436002322058,OK_ODOM_CAMERA_FALLBACK
