frame_id,stamp_sec,image_path,label_path,coco_image_id,gt_valid,bbox_x,bbox_y,bbox_w,bbox_h,projection_reason
10,1.88,images/pt_camera/frame_000010.png,annotations/yolo_labels/frame_000010.txt,10,true,191.68609623865865,119.75580272091248,234.2217056495483,234.2217056495483,OK_ODOM_CAMERA_FALLBACK
20,2.207,images/pt_camera/frame_000020.png,annotations/yolo_labels/frame_000020.txt,20,true,179.7591471598302,124.3694620309064,228.0601160456102,228.0601160456102,OK_ODOM_CAMERA_FALLBACK
30,2.5700000000000003,images/pt_camera/frame_000030.png,annotations/yolo_labels/frame_000030.txt,30,true,168.6023926975544,131.96516376442503,218.3076726714443,218.30767267144432,OK_ODOM_CAMERA_FALLBACK
40,2.938,images/pt_camera/frame_000040.png,annotations/yolo_labels/frame_000040.txt,40,true,157.59285081096328,137.5057786284637,212.03247276910798,212.03247276910798,OK_ODOM_CAMERA_FALLBACK
50,3.29,images/pt_camera/frame_000050.png,annotations/yolo_labels/frame_000050.txt,50,true,140.4575960327555,141.41134986848448,212.02712701220165,212.02712701220167,OK_ODOM_CAMERA_FALLBACK
60,3.37,images/pt_camera/frame_000060.png,annotations/yolo_labels/frame_000060.txt,60,true,138.01239589726598,141.4080166728083,212.03415138672497,212.034151386725,OK_ODOM_CAMERA_FALLBACK
70,3.714,images/pt_camera/frame_000070.png,annotations/yolo_labels/frame_000070.txt,70,true,120.14215435618192,145.81428786772446,212.0342988398663,212.03429883986624,OK_ODOM_CAMERA_FALLBACK
80,4.037,images/pt_camera/frame_000080.png,annotations/yolo_labels/frame_000080.txt,80,true,105.72038701414803,149.29576243872188,212.7782953124985,212.02813917571584,OK_ODOM_CAMERA_FALLBACK
90,4.376,images/pt_camera/frame_000090.png,annotations/yolo_labels/frame_000090.txt,90,true,88.76832591358936,152.88731669145653,217.4070637995922,212.03761000228968,OK_ODOM_CAMERA_FALLBACK
100,4.737,images/pt_camera/frame_000100.png,annotations/yolo_labels/frame_000100.txt,100,true,71.77273941313433,157.832614781345,222.0409168544723,212.03776724466172,OK_ODOM_CAMERA_FALLBACK
110,5.104,images/pt_camera/frame_000110.png,annotations/yolo_labels/frame_000110.txt,110,true,52.746653633097026,162.7824215484559,227.22521105722876,212.0338111044507,OK_ODOM_CAMERA_FALLBACK
120,5.47,images/pt_camera/frame_000120.png,annotations/yolo_labels/frame_000120.txt,120,true,34.135526148751524,167.7142201049309,232.29883628322568,212.0331618815372,OK_ODOM_CAMERA_FALLBACK
130,5.6370000000000005,images/pt_camera/frame_000130.png,annotations/yolo_labels/frame_000130.txt,130,true,28.047498496251535,168.96191753153735,233.96061229629618,212.03544033273218,OK_ODOM_CAMERA_FALLBACK
140,5.904,images/pt_camera/frame_000140.png,annotations/yolo_labels/frame_000140.txt,140,true,14.280272155201374,172.6794889752245,237.71368934498622,212.0349869843157,OK_ODOM_CAMERA_FALLBACK
150,6.237,images/pt_camera/frame_000150.png,annotations/yolo_labels/frame_000150.txt,150,true,6.165585065375183,176.47408152916853,239.90821914250606,212.01077798704,OK_ODOM_CAMERA_FALLBACK
160,6.538,images/pt_camera/frame_000160.png,annotations/yolo_labels/frame_000160.txt,160,true,3.766574704116522,180.21010507508134,240.56224062935019,212.01072510600017,OK_ODOM_CAMERA_FALLBACK
170,6.706,images/pt_camera/frame_000170.png,annotations/yolo_labels/frame_000170.txt,170,true,2.1735430647372596,182.69099168317467,240.99653887526665,212.0106949733953,OK_ODOM_CAMERA_FALLBACK
180,7.039,images/pt_camera/frame_000180.png,annotations/yolo_labels/frame_000180.txt,180,true,0.0,186.39051343678113,238.38330504902456,212.00945850216078,OK_ODOM_CAMERA_FALLBACK
190,7.372,images/pt_camera/frame_000190.png,annotations/yolo_labels/frame_000190.txt,190,true,0.0,190.06492198393573,226.91325483843457,212.02054330728294,OK_ODOM_CAMERA_FALLBACK
200,7.706,images/pt_camera/frame_000200.png,annotations/yolo_labels/frame_000200.txt,200,true,0.0,194.94378092775065,213.99040649374194,212.0231587215199,OK_ODOM_CAMERA_FALLBACK
210,8.038,images/pt_camera/frame_000210.png,annotations/yolo_labels/frame_000210.txt,210,true,0.0,198.65107851680725,203.08848346760382,212.02120765633268,OK_ODOM_CAMERA_FALLBACK
220,8.305,images/pt_camera/frame_000220.png,annotations/yolo_labels/frame_000220.txt,220,true,0.0,202.30194690246145,194.28473178331728,212.02319667344813,OK_ODOM_CAMERA_FALLBACK
230,8.505,images/pt_camera/frame_000230.png,annotations/yolo_labels/frame_000230.txt,230,true,0.0,204.7188391575695,186.35100809983078,212.02612884293188,OK_ODOM_CAMERA_FALLBACK
240,8.972,images/pt_camera/frame_000240.png,annotations/yolo_labels/frame_000240.txt,240,true,0.0,210.76691364164537,169.32225190936748,212.01771948867304,OK_ODOM_CAMERA_FALLBACK
250,9.339,images/pt_camera/frame_000250.png,annotations/yolo_labels/frame_000250.txt,250,true,0.0,214.36154260655533,157.280497183779,212.0118891458649,OK_ODOM_CAMERA_FALLBACK
260,9.672,images/pt_camera/frame_000260.png,annotations/yolo_labels/frame_000260.txt,260,true,0.0,217.98402683093212,145.52814840282872,212.01354428141173,OK_ODOM_CAMERA_FALLBACK
270,10.04,images/pt_camera/frame_000270.png,annotations/yolo_labels/frame_000270.txt,270,true,0.0,222.7166327578775,132.663301558687,212.01840520312328,OK_ODOM_CAMERA_FALLBACK
280,10.373,images/pt_camera/frame_000280.png,annotations/yolo_labels/frame_000280.txt,280,true,0.0,226.2672136238251,120.94109990446009,212.02687730122955,OK_ODOM_CAMERA_FALLBACK
290,10.716,images/pt_camera/frame_000290.png,annotations/yolo_labels/frame_000290.txt,290,true,0.0,230.94841484692213,108.69270533956725,212.03390731905026,OK_ODOM_CAMERA_FALLBACK
300,10.939,images/pt_camera/frame_000300.png,annotations/yolo_labels/frame_000300.txt,300,true,0.0,233.2839661535335,101.6832194803963,212.03563631943248,OK_ODOM_CAMERA_FALLBACK
310,11.173,images/pt_camera/frame_000310.png,annotations/yolo_labels/frame_000310.txt,310,true,0.0,235.60496189202948,93.20324905496449,212.0347175855541,OK_ODOM_CAMERA_FALLBACK
320,11.506,images/pt_camera/frame_000320.png,annotations/yolo_labels/frame_000320.txt,320,true,0.0,240.25283963437948,81.26022105320257,212.04566815961755,OK_ODOM_CAMERA_FALLBACK
330,11.839,images/pt_camera/frame_000330.png,annotations/yolo_labels/frame_000330.txt,330,true,0.0,242.83285474387924,69.57884910630062,212.9289461991982,OK_ODOM_CAMERA_FALLBACK
340,12.173,images/pt_camera/frame_000340.png,annotations/yolo_labels/frame_000340.txt,340,true,0.0,245.3653352045231,61.879360230935674,213.87459527867492,OK_ODOM_CAMERA_FALLBACK
350,12.54,images/pt_camera/frame_000350.png,annotations/yolo_labels/frame_000350.txt,350,true,0.0,248.6976725797481,59.744863713443635,215.12156365606916,OK_ODOM_CAMERA_FALLBACK
360,12.873,images/pt_camera/frame_000360.png,annotations/yolo_labels/frame_000360.txt,360,true,0.0,253.82759785198797,59.767490125873735,219.07594909116332,OK_ODOM_CAMERA_FALLBACK
370,13.112,images/pt_camera/frame_000370.png,annotations/yolo_labels/frame_000370.txt,370,true,0.0,273.27216272250786,70.51337384994588,205.72783727749214,OK_ODOM_CAMERA_FALLBACK
