time_sec,image_id,valid,reason,camera_frame,gt_frame,points_projected,bbox_x,bbox_y,bbox_w,bbox_h
1.5,5,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,963.1821982951939,122.99296413399628,0.0,227.48437245623614
1.6,10,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,959.8432105864025,124.00371124655886,0.0,226.2471071151158
1.9000000000000001,15,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,942.3677199400801,128.18533807203508,0.0,221.1560070780096
2.1,20,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,933.5715762452653,129.86235836520825,0.0,219.13705778147994
2.2,25,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,920.2572091553351,133.5190291883639,0.0,214.76760487036222
2.4000000000000004,30,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,909.4297078064645,136.52088124473423,0.0,212.02606944471782
2.6,35,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,904.5010869673936,138.36112027656537,0.0,212.01859424430097
2.6,40,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,904.5010869673936,138.36112027656537,0.0,212.01859424430097
2.7,45,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,900.8930241317137,139.3724882935428,0.0,212.03021274547507
2.9000000000000004,50,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,896.3346656747054,141.47512234413506,0.0,212.0335244740645
3.1,55,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,890.6052735220309,143.66105906212198,0.0,212.03257571600375
3.3000000000000003,60,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,884.8999000364024,145.95469494168157,0.0,212.02965245951867
3.5,65,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,880.1038039643248,148.30802030587748,0.0,212.03083409460274
3.7,70,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,875.6040793453072,150.6977772606175,0.0,212.02714047936388
3.8000000000000003,75,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,870.5673854900136,151.9211918160281,0.0,212.03447120988426
4.0,80,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,866.0906275246358,154.40058372205814,0.0,212.03275320135415
4.2,85,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,861.33224520605,156.93731516557528,0.0,212.04081392567593
4.300000000000001,90,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,856.8683002487041,158.2108618868865,0.0,212.03565905785547
4.6000000000000005,95,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,851.2224193019248,162.01411945823094,0.0,212.04336914343156
4.7,100,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,847.3618727177583,163.26388121117697,0.0,212.04202542541702
4.9,105,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,842.5966604759094,165.8005380326822,0.0,212.03932591349087
5.1000000000000005,110,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,837.8310989544444,168.36156333577082,0.0,212.03188125183476
5.300000000000001,115,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,832.4892701517233,170.87643520636686,0.0,212.03867573593197
5.4,120,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,828.627985442129,172.15921795562076,0.0,212.03966022537907
5.6000000000000005,125,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,823.8808306367677,174.7547024990977,0.0,212.03820197312868
5.7,130,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,820.4538784780971,176.01312048834586,0.0,212.03536981259913
5.9,135,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,820.8791144407421,178.5672955436403,0.0,212.02965862551113
6.1000000000000005,140,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,821.4427788155922,181.0971457396379,0.0,212.0296571874044
6.2,145,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,821.7253471121321,182.36409254352407,0.0,212.02967840775483
6.4,150,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,822.2857038493094,184.87973964395417,0.0,212.02969111119222
6.4,155,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,822.2857038493094,184.87973964395417,0.0,212.02969111119222
6.5,160,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,822.5768775603178,186.1859944126706,0.0,212.02971014398287
6.7,165,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,823.0640176213614,188.68245184357164,0.0,212.02852147992354
6.800000000000001,170,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,819.6463756800374,189.9148652244124,0.0,212.03027505330013
7.0,175,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,815.4759097848062,192.4071278739472,0.0,212.02265758754115
7.2,180,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,810.7081424607145,194.93024529804603,0.0,212.03197580274247
7.300000000000001,185,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,806.2445492684369,196.19132196224552,0.0,212.02943910699685
7.500000000000001,190,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,801.4814293631133,198.69336120392575,0.0,212.03816353438458
7.6000000000000005,195,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,799.085309230262,199.96640442386428,0.0,212.02952016750436
7.800000000000001,200,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,794.6101695101729,202.48234781165877,0.0,212.04122490698285
7.9,205,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,790.1641521910842,203.73810102610707,0.0,212.05390309681047
8.1,210,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,785.6799870261618,206.21507634561192,0.0,212.06055511851247
8.3,215,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,780.3552677477238,207.88653882217935,0.0,212.1753490033618
8.5,220,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,776.4058454611882,205.7251341702391,0.0,213.33347915575976
8.700000000000001,225,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,770.8605356254651,199.35987933950005,0.0,215.50929891104371
8.9,230,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,764.4184020840707,186.69090391040498,0.0,219.23906758719232
9.0,235,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,759.074427572747,171.45072881134442,0.0,223.27363192257897
9.200000000000001,240,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,753.5567272544314,152.83036443997145,0.0,228.29609317268665
9.4,245,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,747.107741411487,135.6805675439324,0.0,232.90075045438954
9.600000000000001,250,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,741.6847038166034,120.5823132716592,0.0,236.9460218938783
9.700000000000001,255,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,735.6746703927749,102.07379647534384,0.0,241.4131236420812
9.9,260,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,729.8764798041788,87.89761598669708,0.0,245.0729915222929
10.100000000000001,265,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,723.2609237136328,78.48334090369366,0.0,247.65049952139617
10.3,270,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,719.049174886491,75.2343853746066,0.0,248.8432482676735
10.5,275,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,713.4016577758264,67.3625923832025,0.0,251.02835109203951
10.600000000000001,280,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,706.9005752794108,57.736067775837455,0.0,253.33180104958734
10.8,285,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,27.81531100876566,0.0,285.54860117598355,0.0
11.0,290,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,4.840267672288292,0.0,291.9467810078617,0.0
11.100000000000001,295,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,0.0,0.0,281.37339942470794,0.0
11.4,300,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,0.0,0.0,261.0328511513482,0.0
11.5,305,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,0.0,0.0,248.50729953199937,0.0
11.700000000000001,310,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,0.0,0.0,233.06746510973028,0.0
11.9,315,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,0.0,0.0,221.3880865556024,0.0
12.0,320,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,0.0,0.0,209.5459740944645,0.0
12.200000000000001,325,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,0.0,0.0,197.17250733158295,0.0
12.4,330,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,0.0,0.0,181.97193471831838,0.0
12.5,335,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,0.0,0.0,169.2635600847341,0.0
12.700000000000001,340,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,0.0,0.0,154.89711730753672,0.0
12.9,345,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,0.0,0.0,140.7414145397623,0.0
12.9,350,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,0.0,0.0,139.94404754622516,0.0
13.100000000000001,355,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,0.0,0.0,125.18977821695054,0.0
13.200000000000001,360,false,BBOX_TOO_SMALL,pt_camera_link,odom,4,0.0,45.49171517873418,0.0,433.5082848212658
