time_sec,image_id,valid,reason,camera_frame,gt_frame,points_projected,bbox_x,bbox_y,bbox_w,bbox_h
1.8,10,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,951.6207586589297,124.89316448982453,0.0,224.7729089500623
1.9000000000000001,20,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,943.8414024799534,126.08095661032866,0.0,223.11066736177742
2.2,30,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,919.839003096215,130.40321751794096,0.0,217.1180063853493
2.6,40,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,896.4325472671378,135.10163493852764,0.0,212.04757324466783
2.8000000000000003,50,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,888.2268572669357,136.358925270562,0.0,212.0476746515899
3.1,60,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,876.8634384308035,138.41621739372778,0.0,212.04129717391942
3.4000000000000004,70,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,865.6101512192155,140.61795543651812,0.0,212.0444604233353
3.7,80,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,854.2410321931628,142.9065892549612,0.0,212.0464726438194
4.0,90,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,840.9903509179909,145.2794218153547,0.0,212.04641620868173
4.4,100,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,826.2546532581732,148.52100793344212,0.0,212.046372683403
4.7,110,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,813.4786652868365,150.96461198734224,0.0,212.04285791831163
5.0,120,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,800.3856040471973,153.43099231492533,0.0,212.04096605434546
5.4,130,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,785.8387107447649,156.75312055837685,0.0,212.0366445103083
5.7,140,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,772.6899080148619,159.2643860301968,0.0,212.04005102949677
6.1000000000000005,150,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,764.1668015864242,162.61141644483965,0.0,212.0416775252945
6.5,160,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,759.6396332768804,165.96248133080098,0.0,212.0417658041987
6.800000000000001,170,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,748.3432543184902,168.36803863952952,0.0,212.0187980652026
7.2,180,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,732.5729759444505,171.6799971939298,0.0,212.02296793692506
7.500000000000001,190,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,718.4209199873544,172.0567901838181,0.0,212.6086903720437
7.9,200,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,699.5328361954319,125.11302039651815,0.0,226.29841404641542
8.200000000000001,210,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,679.9629905181321,71.65151498807859,0.0,240.8671670192075
8.600000000000001,220,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,658.2900579427014,29.498466495138814,0.0,252.26138596117704
9.0,230,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,638.226973484673,0.0,0.7730265153270466,259.20444994362475
9.3,240,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,620.1692867817239,0.0,18.83071321827606,249.4150709350594
9.600000000000001,250,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,604.6357251571771,0.0,34.36427484282285,243.56917286287984
10.0,260,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,588.6689057361205,0.0,50.33109426387955,241.90624545383145
10.4,270,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,571.9096226479232,0.0,67.09037735207676,241.6545781783672
10.700000000000001,280,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,557.5135070685451,0.0,81.4864929314549,242.94216107927443
11.100000000000001,290,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,542.6534812603777,0.0,96.3465187396223,245.03070629408995
11.4,300,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,530.2138818819974,0.0,108.7861181180026,247.75580686423626
11.9,310,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,512.9229815607973,0.0,126.07701843920267,253.42694531325336
12.200000000000001,320,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,505.70412156388954,0.0,133.29587843611046,247.8037774045411
12.600000000000001,330,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,507.1583328907859,0.0,131.8416671092141,251.74000870833055
12.9,340,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,517.5575882463239,17.136780083003117,121.44241175367608,263.217160626327
13.0,350,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,520.9186761652343,31.445436023549604,118.08132383476573,258.88306038634687
13.4,360,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,44.71978523679206,778.8188879042624,270.64119135259705,0.0
13.700000000000001,370,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,2.058089719397742,771.0593949749975,272.2156836545888,0.0
14.100000000000001,380,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,36.641694835657404,758.9035393086045,260.2652652626978,0.0
14.500000000000002,390,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,118.30895342504053,742.8060840031869,256.1680373483839,0.0
14.9,400,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,188.0225406462282,734.8037695411956,267.1813866291605,0.0
15.200000000000001,410,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,261.3342025480706,724.259027687268,278.6236141157149,0.0
15.500000000000002,420,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,319.2621747023949,712.1607940050508,285.9719644553703,0.0
15.9,430,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,368.1906084749537,694.2454341395216,270.8093915250463,0.0
16.2,440,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,421.14374528030737,670.835943752131,217.85625471969263,0.0
16.5,450,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,475.9234975293699,641.4951210523177,163.0765024706301,0.0
16.900000000000002,460,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,530.3932139360885,605.1213599466222,108.6067860639115,0.0
17.200000000000003,470,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,576.9490151389401,568.9025897890835,62.050984861059874,0.0
17.6,480,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,615.547463676467,532.2920476449899,23.452536323532968,0.0
17.900000000000002,490,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,647.5615046029158,498.2624336414276,0.0,0.0
18.200000000000003,500,false,BBOX_TOO_SMALL,pt_camera_link,odom,8,674.5732441265254,465.57905029622304,0.0,13.420949703776955
18.6,510,false,BBOX_TOO_SMALL,pt_camera_link,odom,4,0.0,2434.9838751107754,19.061835733156045,0.0
