time_sec,image_id,valid,reason,camera_frame,gt_frame,points_projected,bbox_x,bbox_y,bbox_w,bbox_h
2.3000000000000003,10,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,182.44276669955877,119.17080037824341,234.43874834812732,234.43874834812732
2.6,20,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,171.13793378258964,122.98518829267967,228.27374180824296,228.27374180824296
2.9000000000000004,30,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,161.50045794412736,127.56265695460137,221.0115203797391,221.01152037973907
3.3000000000000003,40,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,151.09121978661744,133.4140664832181,212.25276472673914,212.25276472673914
3.6,50,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,135.79218893059186,134.6741277928433,212.23882886370916,212.23882886370916
4.0,60,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,117.07406318919834,136.5612734451585,212.24897078432713,212.24897078432716
4.300000000000001,70,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,104.6315126661739,138.07008434432583,213.23684305819248,212.25039414229207
4.5,80,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,91.66431195944082,139.12297444131406,216.76718596848636,212.243445153415
4.9,90,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,73.8084701486591,141.26308815385016,221.62759340996834,212.23281945077542
5.2,100,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,58.31773797908363,142.90182396719334,225.85203601208696,212.23395997337647
5.6000000000000005,110,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,40.79430868917348,145.08653612707292,230.62594244695754,212.22884212399066
5.9,120,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,24.067377478630476,146.74478984451537,235.17442868464258,212.21261686160665
6.2,130,true,OK_ODOM_CAMERA_FALLBACK,pt_camera_link,odom,8,7.7563126630125225,148.39086567251837,239.6223684472198,212.21353804965815
